,發生時間,死亡受傷人數,車種,經度,緯度
20448,108年01月21日 11時09分35秒,死亡0;受傷1,普通重型-機車;自用-小貨車(含客、貨兩用),120.25484399999999,22.976543
20449,108年01月21日 11時10分02秒,死亡0;受傷2,普通重型-機車;普通重型-機車,121.021702,24.890017
20450,108年01月21日 11時15分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.3371,22.65247
20451,108年01月21日 11時16分56秒,死亡0;受傷1,普通重型-機車;自用-小客車,120.294021,23.129081
20452,108年01月21日 11時17分00秒,死亡0;受傷1,普通重型-機車;自用-小貨車(含客、貨兩用),120.2672,22.87079
20453,108年01月21日 11時17分00秒,死亡0;受傷2,行人-人;普通重型-機車,120.607808,24.185608
20454,108年01月21日 11時19分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.395219,22.515148999999997
20455,108年01月21日 11時19分10秒,死亡0;受傷1,普通重型-機車,120.36843200000001,22.336242000000002
20456,108年01月21日 11時20分00秒,死亡0;受傷2,普通重型-機車;普通輕型-機車,120.22746699999999,22.990208
20457,108年01月21日 11時20分00秒,死亡0;受傷1,普通重型-機車;自用-小客車,120.35554099999999,22.640121
20458,108年01月21日 11時23分00秒,死亡0;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車,120.29586100000002,22.668043
20459,108年01月21日 11時23分29秒,死亡0;受傷1,普通重型-機車;自用-小貨車(含客、貨兩用);自用-小貨車(含客、貨兩用);自用-小貨車(含客、貨兩用),120.857222,23.808338
20460,108年01月21日 11時24分00秒,死亡0;受傷2,普通重型-機車;腳踏自行車-慢車,121.334704,24.991388
20461,108年01月21日 11時25分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,121.190969,24.964676
20462,108年01月21日 11時25分03秒,死亡0;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車,120.450576,23.523515
20463,108年01月21日 11時28分00秒,死亡0;受傷1,普通重型-機車;普通重型-機車,120.32931200000002,22.659179
20464,108年01月21日 11時28分20秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.555403,23.704614000000003
20465,108年01月21日 11時28分59秒,死亡0;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車;乘客-人,120.90903999999999,24.690251
20466,108年01月21日 11時29分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.61373300000001,24.369067
20467,108年01月21日 11時29分21秒,死亡0;受傷1,普通重型-機車;普通重型-機車,120.528586,23.717519
20468,108年01月21日 11時30分00秒,死亡0;受傷1,自用-小貨車(含客、貨兩用);自用-小貨車(含客、貨兩用);普通重型-機車;自用-小客車,120.224446,23.029435999999997
20469,108年01月21日 11時30分00秒,死亡0;受傷1,普通重型-機車;自用-小貨車(含客、貨兩用),120.820769,24.569539000000002
20470,108年01月21日 11時30分00秒,死亡0;受傷1,普通重型-機車;自用-大貨車,120.572854,22.50475
20471,108年01月21日 11時30分05秒,死亡0;受傷1,普通重型-機車,120.928394,22.464072
20472,108年01月21日 11時30分39秒,死亡0;受傷1,自用-小客車,121.03351,22.931995999999998
20473,108年01月21日 11時30分46秒,死亡0;受傷1,普通重型-機車;腳踏自行車-慢車,120.258366,23.030232
20474,108年01月21日 11時31分00秒,死亡0;受傷1,普通重型-機車;普通輕型-機車,121.51471599999999,25.062854
20475,108年01月21日 11時31分00秒,死亡0;受傷1,普通重型-機車;普通重型-機車,120.57028400000002,23.962216
20476,108年01月21日 11時32分00秒,死亡0;受傷1,腳踏自行車-慢車;普通重型-機車,120.502472,24.081263
20477,108年01月21日 11時32分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,121.34460800000001,24.955858
20478,108年01月21日 11時33分00秒,死亡0;受傷1,普通重型-機車;自用-小客車,120.18928500000001,22.99742
20479,108年01月21日 11時34分00秒,死亡0;受傷1,普通重型-機車;普通重型-機車,120.66292,24.163702999999998
20480,108年01月21日 11時35分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車;自用-大貨車,120.179645,23.169157000000002
20481,108年01月21日 11時35分00秒,死亡0;受傷1,普通重型-機車;營業用-小貨車(含客、貨兩用),121.43986399999999,25.081941
20482,108年01月21日 11時36分00秒,死亡0;受傷2,普通重型-機車;自用-小客車;自用-小客車;乘客-人,120.65726200000002,24.152322
20483,108年01月21日 11時37分00秒,死亡0;受傷1,普通重型-機車,120.52586299999999,22.69258
20484,108年01月21日 11時39分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車;乘客-人,120.310873,22.656467000000003
20485,108年01月21日 11時40分00秒,死亡0;受傷1,自用-小客車;自用-小貨車(含客、貨兩用),120.425196,23.784942
20486,108年01月21日 11時40分53秒,死亡0;受傷1,普通重型-機車;自用-小客車,120.966223,24.809673
20487,108年01月21日 11時41分00秒,死亡0;受傷2,普通重型-機車;乘客-人,120.205744,22.99568
20488,108年01月21日 11時45分00秒,死亡0;受傷1,普通重型-機車;普通重型-機車,120.341999,22.685496
20489,108年01月21日 11時45分00秒,死亡0;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車,120.69166799999999,22.191264
20490,108年01月21日 11時45分00秒,死亡0;受傷1,普通重型-機車;自用-小客車,120.5445,24.0775
20491,108年01月21日 11時46分00秒,死亡0;受傷2,普通重型-機車;自用-小客車;乘客-人,121.44263000000001,24.997098
20492,108年01月21日 11時47分00秒,死亡0;受傷1,自用-小貨車(含客、貨兩用);普通輕型-機車,120.31003100000001,23.312835999999997
20493,108年01月21日 11時47分36秒,死亡0;受傷1,普通重型-機車,120.78437,23.982439000000003
20494,108年01月21日 11時48分00秒,死亡0;受傷1,普通重型-機車;自用-小客車;自用-小客車,120.332976,23.317741
20495,108年01月21日 11時48分00秒,死亡0;受傷2,自用-小客車;普通重型-機車;乘客-人,121.308452,25.011474
20496,108年01月21日 11時50分00秒,死亡0;受傷1,自用-小客車;普通重型-機車;自用-小客車,120.3199,22.6527
20497,108年01月21日 11時50分00秒,死亡0;受傷2,普通重型-機車;行人-人,121.491375,25.052668
20498,108年01月21日 11時50分06秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.906103,24.741151000000002
20499,108年01月21日 11時50分38秒,死亡0;受傷3,普通重型-機車;普通重型-機車;乘客-人,120.241427,22.96358
20500,108年01月21日 11時51分11秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.99436100000001,24.858725
20501,108年01月21日 11時52分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,121.46042299999999,25.042322
20502,108年01月21日 11時55分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.307553,22.645112
20503,108年01月21日 11時56分11秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.971071,23.956324
20504,108年01月21日 11時57分00秒,死亡0;受傷1,拼裝車-其他車;自用-小客車,120.60046399999999,22.672813
20505,108年01月21日 11時59分39秒,死亡0;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車,120.536942,22.545174
20506,108年01月21日 12時00分00秒,死亡0;受傷1,警備車-特種車;普通重型-機車,120.482497,22.656303
20507,108年01月21日 12時03分00秒,死亡0;受傷1,腳踏自行車-慢車;行人-人,121.56250800000001,25.033112
20508,108年01月21日 12時03分57秒,死亡0;受傷1,自用-小客車;普通重型-機車;乘客-人,120.877627,24.696489
20509,108年01月21日 12時04分00秒,死亡0;受傷1,普通重型-機車;自用-小客車,120.23901200000002,23.010739
20510,108年01月21日 12時05分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車;乘客-人,120.335323,22.708064
20511,108年01月21日 12時05分00秒,死亡0;受傷1,自用-小貨車(含客、貨兩用);行人-人,120.23823,22.988879
20512,108年01月21日 12時05分00秒,死亡0;受傷4,普通重型-機車;普通重型-機車;乘客-人;乘客-人,120.68346499999998,24.191553
20513,108年01月21日 12時05分31秒,死亡0;受傷1,普通重型-機車;腳踏自行車-慢車,120.186571,22.972282
20514,108年01月21日 12時05分43秒,死亡0;受傷2,自用-小客車;普通重型-機車,121.75438500000001,24.748528
20515,108年01月21日 12時05分58秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.670923,23.934459
20516,108年01月21日 12時07分00秒,死亡0;受傷1,計程車-小客車;普通重型-機車,120.988304,24.78213
20517,108年01月21日 12時08分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車,120.48550700000001,22.663673
20518,108年01月21日 12時08分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車,120.338,22.635270000000002
20519,108年01月21日 12時08分00秒,死亡0;受傷2,自用-小客車;自用-小貨車(含客、貨兩用);乘客-人,120.508243,23.890857
20520,108年01月21日 12時08分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車,120.537054,24.077059
20521,108年01月21日 12時08分36秒,死亡0;受傷1,自用-小客車;普通重型-機車,121.23938500000001,24.846273999999998
20522,108年01月21日 12時09分00秒,死亡0;受傷2,自用-小貨車(含客、貨兩用);自用-小客車;乘客-人,120.273794,23.131569
20523,108年01月21日 12時11分00秒,死亡0;受傷1,普通重型-機車;普通重型-機車;自用-小貨車(含客、貨兩用),120.56325,24.241069
20524,108年01月21日 12時17分00秒,死亡0;受傷1,自用-小客車;計程車-小客車,121.585123,25.068939999999998
20525,108年01月21日 12時17分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車,120.52474,23.869741
20526,108年01月21日 12時17分10秒,死亡0;受傷1,普通重型-機車;自用-小客車,120.423048,23.546305
20527,108年01月21日 12時17分10秒,死亡0;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車,121.614704,24.007373
20528,108年01月21日 12時20分00秒,死亡0;受傷1,自用-小客車,121.61561,23.977525
20529,108年01月21日 12時20分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.569321,22.612809
20530,108年01月21日 12時20分00秒,死亡0;受傷1,電動自行車-慢車;自用-小貨車(含客、貨兩用),120.82113100000001,24.558576000000002
20531,108年01月21日 12時20分00秒,死亡0;受傷2,普通重型-機車;普通輕型-機車,120.28363300000001,22.635341
20532,108年01月21日 12時20分00秒,死亡0;受傷1,普通重型-機車,120.960352,23.968684
20533,108年01月21日 12時22分14秒,死亡0;受傷1,普通重型-機車;行人-人,120.20499099999999,22.992112
20534,108年01月21日 12時30分00秒,死亡0;受傷1,普通重型-機車;自用-小貨車(含客、貨兩用),121.465624,25.012082
20535,108年01月21日 12時30分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車;乘客-人,120.24514599999999,23.040059
20536,108年01月21日 12時30分00秒,死亡0;受傷1,普通重型-機車;自用-小客車,120.481843,24.09785
20537,108年01月21日 12時31分00秒,死亡0;受傷1,自用-小貨車(含客、貨兩用);行人-人,121.511476,25.042766
20538,108年01月21日 12時33分00秒,死亡0;受傷2,自用-小貨車(含客、貨兩用);普通重型-機車;普通重型-機車,121.480325,25.010939999999998
20539,108年01月21日 12時33分00秒,死亡0;受傷1,普通重型-機車;普通重型-機車,120.53036599999999,24.225683
20540,108年01月21日 12時34分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.645248,24.225557000000002
20541,108年01月21日 12時36分00秒,死亡0;受傷1,普通重型-機車,120.539048,22.551537
20542,108年01月21日 12時39分00秒,死亡0;受傷1,普通重型-機車;自用-小客車,121.295422,25.006860999999997
20543,108年01月21日 12時40分00秒,死亡0;受傷1,普通重型-機車;自用-小客車,120.3442,22.63514
20544,108年01月21日 12時40分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車,121.509279,25.114608
20545,108年01月21日 12時42分00秒,死亡0;受傷2,普通重型-機車;腳踏自行車-慢車,120.214752,22.994888
20546,108年01月21日 12時42分05秒,死亡0;受傷4,普通重型-機車;電動自行車-慢車;乘客-人;乘客-人,121.225297,24.959997
20547,108年01月21日 12時44分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,121.447356,25.066101
20548,108年01月21日 12時45分00秒,死亡0;受傷1,計程車-小客車;普通重型-機車,121.503727,25.004266
20549,108年01月21日 12時46分00秒,死亡0;受傷3,自用-小客車;自用-小客車;自用-大貨車;乘客-人;乘客-人,121.463857,25.09228
20550,108年01月21日 12時46分23秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.25901299999998,23.003811
20551,108年01月21日 12時48分04秒,死亡0;受傷2,腳踏自行車-慢車;腳踏自行車-慢車,120.74425600000001,22.017112
20552,108年01月21日 12時54分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.362351,22.640616
20553,108年01月21日 12時54分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.54359299999999,24.069859
20554,108年01月21日 12時55分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.979603,24.860946
20555,108年01月21日 12時55分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車,120.3554,22.68658
20556,108年01月21日 12時58分00秒,死亡0;受傷1,普通重型-機車,121.027286,22.701604999999997
20557,108年01月21日 12時59分00秒,死亡0;受傷1,行人-人;自用-小貨車(含客、貨兩用),120.161575,22.999454
20558,108年01月21日 12時59分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.394977,22.513063
20559,108年01月21日 13時00分00秒,死亡0;受傷1,普通重型-機車;自用-小客車,120.30310700000001,23.035639
20560,108年01月21日 13時00分00秒,死亡0;受傷1,自用-小客車;行人-人,120.64848500000001,24.160266
20561,108年01月21日 13時00分01秒,死亡0;受傷1,自用-小貨車(含客、貨兩用);自用-小客車;乘客-人,120.972141,24.804160999999997
20562,108年01月21日 13時01分00秒,死亡0;受傷1,普通重型-機車;普通重型-機車,121.54970900000001,25.000586
20563,108年01月21日 13時02分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,121.642696,25.065054999999997
20564,108年01月21日 13時05分00秒,死亡0;受傷1,普通重型-機車,121.123323,22.737123999999998
20565,108年01月21日 13時08分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,121.603935,23.972027
20566,108年01月21日 13時08分00秒,死亡0;受傷1,普通重型-機車;普通重型-機車,121.32864,24.984082
20567,108年01月21日 13時10分00秒,死亡0;受傷2,腳踏自行車-慢車;普通重型-機車,121.442524,25.057115
20568,108年01月21日 13時17分00秒,死亡0;受傷1,普通重型-機車,120.31156200000001,22.630060999999998
20569,108年01月21日 13時18分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,121.472652,25.026615
20570,108年01月21日 13時18分00秒,死亡0;受傷1,拼裝車-其他車;普通輕型-機車,120.547973,23.87981
20571,108年01月21日 13時20分20秒,死亡0;受傷1,普通重型-機車,120.305757,23.575508
20572,108年01月21日 13時22分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車,120.97288999999999,24.796444
20573,108年01月21日 13時22分00秒,死亡0;受傷2,自用-小客車;自用-小貨車(含客、貨兩用),120.623604,24.033129000000002
20574,108年01月21日 13時26分00秒,死亡0;受傷2,腳踏自行車-慢車;普通輕型-機車,121.21788000000001,24.948453
20575,108年01月21日 13時29分52秒,死亡0;受傷1,普通重型-機車;自用-小客車,121.738276,24.746753
20576,108年01月21日 13時30分00秒,死亡0;受傷1,自用-小客車;自用-小客車;乘客-人,120.247161,23.18308
20577,108年01月21日 13時30分00秒,死亡0;受傷1,普通重型-機車;普通重型-機車,121.50239199999999,25.134426
20578,108年01月21日 13時32分00秒,死亡0;受傷1,普通重型-機車;自用-小客車,120.30008400000001,22.661247
20579,108年01月21日 13時34分24秒,死亡0;受傷1,租賃車-小客車;行人-人,121.42103200000001,23.661410999999998
20580,108年01月21日 13時36分00秒,死亡0;受傷1,大型重型2(250-550C.C.)-機車;自用-大貨車,121.423878,25.15028
20581,108年01月21日 13時36分56秒,死亡0;受傷1,自用-小客車;普通重型-機車,121.25476499999999,24.974664999999998
20582,108年01月21日 13時40分00秒,死亡0;受傷1,自用-小客車;自用-小客車;普通重型-機車,121.293298,24.971194
20583,108年01月21日 13時40分00秒,死亡0;受傷1,普通重型-機車;普通重型-機車,120.694301,24.159303
20584,108年01月21日 13時40分00秒,死亡0;受傷1,普通重型-機車;自用-小客車,120.713298,24.149532
20585,108年01月21日 13時40分29秒,死亡0;受傷1,普通重型-機車;計程車-小客車,120.214727,22.98196
20586,108年01月21日 13時41分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.52111799999999,24.065089999999998
20587,108年01月21日 13時42分00秒,死亡0;受傷1,普通重型-機車;腳踏自行車-慢車,121.463623,25.007188
20588,108年01月21日 13時43分00秒,死亡0;受傷1,營業用-曳引車;普通重型-機車,120.3494,22.87203
20589,108年01月21日 13時45分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車,120.22548700000002,23.026858999999998
20590,108年01月21日 13時45分47秒,死亡0;受傷1,自用-小客車;普通輕型-機車,120.207254,23.001351
20591,108年01月21日 13時46分00秒,死亡0;受傷2,自用-小客車;普通重型-機車;乘客-人,121.63383799999998,25.05735
20592,108年01月21日 13時48分00秒,死亡0;受傷2,自用-小貨車(含客、貨兩用);自用-小客車;乘客-人,120.24653700000002,23.791048999999997
20593,108年01月21日 13時49分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.65453500000001,24.16594
20594,108年01月21日 13時50分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車,121.308012,25.002913
20595,108年01月21日 13時50分00秒,死亡0;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車,121.575071,25.032911
20596,108年01月21日 13時50分00秒,死亡0;受傷1,普通重型-機車;自用-小貨車(含客、貨兩用),120.667579,24.1628
20597,108年01月21日 13時54分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車,120.680539,24.149025
20598,108年01月21日 13時55分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車,121.60553200000001,23.97835
20599,108年01月21日 13時55分00秒,死亡0;受傷1,普通重型-機車;普通重型-機車,121.59431799999999,25.06875
20600,108年01月21日 13時55分23秒,死亡0;受傷2,普通重型-機車;自用-小客車;乘客-人,120.960698,24.79668
20601,108年01月21日 13時57分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,121.624788,23.998518
20602,108年01月21日 14時00分00秒,死亡0;受傷1,普通重型-機車;計程車-小客車,121.63736399999999,25.058523
20603,108年01月21日 14時00分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車,120.3164,22.626260000000002
20604,108年01月21日 14時00分00秒,死亡0;受傷1,自用-小客車;腳踏自行車-慢車,120.534026,24.257979000000002
20605,108年01月21日 14時00分08秒,死亡0;受傷1,普通重型-機車,121.158491,24.728254999999997
20606,108年01月21日 14時00分20秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.249803,22.998476
20607,108年01月21日 14時00分49秒,死亡0;受傷1,普通重型-機車,121.35366699999999,25.040014000000003
20608,108年01月21日 14時02分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,121.522669,25.046617
20609,108年01月21日 14時05分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,121.084007,24.918028
20610,108年01月21日 14時05分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車,120.376217,22.570609
20611,108年01月21日 14時05分00秒,死亡0;受傷1,計程車-小客車;普通重型-機車,121.45728799999999,25.015705
20612,108年01月21日 14時05分47秒,死亡0;受傷1,自用-小客車;普通重型-機車,121.010527,24.822782999999998
20613,108年01月21日 14時06分34秒,死亡0;受傷2,普通重型-機車;行人-人,120.24626200000002,23.166039
20614,108年01月21日 14時09分00秒,死亡0;受傷1,普通重型-機車,120.661667,24.150852
20615,108年01月21日 14時10分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,121.625817,25.0602
20616,108年01月21日 14時15分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.17565,23.171173
20617,108年01月21日 14時15分00秒,死亡0;受傷1,普通重型-機車;自用-小客車,120.536662,23.966901999999997
20618,108年01月21日 14時16分00秒,死亡0;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車,120.15628000000001,23.114499
20619,108年01月21日 14時16分00秒,死亡0;受傷1,普通重型-機車;普通重型-機車,120.393883,22.506859
20620,108年01月21日 14時17分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車;乘客-人,120.199688,22.979654999999998
20621,108年01月21日 14時18分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.200167,22.986963
20622,108年01月21日 14時20分00秒,死亡0;受傷1,自用-小客車,120.5606,22.98684
20623,108年01月21日 14時20分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.43927,23.473129
20624,108年01月21日 14時22分00秒,死亡0;受傷1,普通重型-機車,120.679606,24.182710999999998
20625,108年01月21日 14時23分00秒,死亡0;受傷2,自用-小客車;普通重型-機車;自用-小客車;乘客-人,120.67998,24.176495000000003
20626,108年01月21日 14時24分00秒,死亡0;受傷1,普通重型-機車;普通重型-機車,120.328728,22.659642
20627,108年01月21日 14時25分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車;自用-小客車;自用-小客車,120.31206999999999,22.798594
20628,108年01月21日 14時30分00秒,死亡0;受傷1,自用-小客車;腳踏自行車-慢車,121.548418,25.030692000000002
20629,108年01月21日 14時34分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.23211699999999,22.984344
20630,108年01月21日 14時35分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.65043999999999,24.120523000000002
20631,108年01月21日 14時35分00秒,死亡0;受傷1,普通重型-機車;自用-小客車,120.56473500000001,24.123323000000003
20632,108年01月21日 14時37分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,121.08993600000001,24.737108
20633,108年01月21日 14時38分00秒,死亡0;受傷2,普通輕型-機車;普通重型-機車,121.48832800000001,25.081169
20634,108年01月21日 14時38分00秒,死亡0;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車,120.573572,23.949202
20635,108年01月21日 14時39分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車,120.59151000000001,24.181276999999998
20636,108年01月21日 14時40分00秒,死亡0;受傷2,行人-人;普通重型-機車,121.51258600000001,25.053867
20637,108年01月21日 14時41分44秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.26393700000001,22.970277
20638,108年01月21日 14時42分00秒,死亡0;受傷1,普通重型-機車;普通重型-機車,120.489401,22.679264
20639,108年01月21日 14時45分00秒,死亡0;受傷1,普通重型-機車;普通重型-機車,120.329943,22.60538
20640,108年01月21日 14時47分34秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.522952,23.424917
20641,108年01月21日 14時50分00秒,死亡0;受傷1,腳踏自行車-慢車;自用-小客車,120.48997800000001,22.675388
20642,108年01月21日 14時51分00秒,死亡0;受傷1,普通重型-機車,121.814691,25.129104
20643,108年01月21日 14時51分26秒,死亡0;受傷1,普通重型-機車,121.34721200000001,25.01161
20644,108年01月21日 14時52分00秒,死亡0;受傷1,電動自行車-慢車;自用-大貨車,120.58288,24.092260999999997
20645,108年01月21日 14時52分00秒,死亡0;受傷1,普通重型-機車;民營公車-大客車,120.685441,24.173034
20646,108年01月21日 14時54分00秒,死亡0;受傷1,普通重型-機車;自用-小客車,120.976998,24.796351
20647,108年01月21日 14時55分00秒,死亡0;受傷1,普通重型-機車;普通重型-機車,120.31608100000001,22.596176
20648,108年01月21日 14時57分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.67806000000002,24.146489000000003
20649,108年01月21日 14時59分00秒,死亡0;受傷4,普通重型-機車;普通重型-機車;乘客-人;乘客-人,120.54077099999999,23.702557000000002
20650,108年01月21日 15時00分00秒,死亡0;受傷1,自用-小客車;自用-小客車,120.534085,24.250934
20651,108年01月21日 15時03分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.374043,22.504719
20652,108年01月21日 15時05分00秒,死亡0;受傷1,普通重型-機車,120.30982,22.668719
20653,108年01月21日 15時06分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,121.23664699999999,24.874865
20654,108年01月21日 15時07分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車;自用-小客車,120.326145,22.633329
20655,108年01月21日 15時08分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.66550600000001,24.183058
20656,108年01月21日 15時10分00秒,死亡0;受傷1,腳踏自行車-慢車;普通重型-機車,120.33893400000001,22.630338000000002
20657,108年01月21日 15時11分11秒,死亡0;受傷1,普通重型-機車;自用-小客車,121.219277,24.958157999999997
20658,108年01月21日 15時13分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,121.51122,25.062788
20659,108年01月21日 15時14分45秒,死亡0;受傷1,普通重型-機車,121.291963,25.029194
20660,108年01月21日 15時17分52秒,死亡0;受傷1,營業用-小貨車(含客、貨兩用);自用-小貨車(含客、貨兩用),120.82347800000001,24.314654
20661,108年01月21日 15時18分00秒,死亡0;受傷1,普通重型-機車;普通重型-機車,120.948319,24.803424
20662,108年01月21日 15時20分00秒,死亡0;受傷1,普通重型-機車;自用-小貨車(含客、貨兩用),121.02398000000001,24.8146
20663,108年01月21日 15時20分00秒,死亡0;受傷3,普通重型-機車;普通重型-機車;乘客-人,120.302403,22.621851
20664,108年01月21日 15時20分00秒,死亡0;受傷2,普通重型-機車;行人-人,121.426955,25.011954
20665,108年01月21日 15時24分00秒,死亡0;受傷2,普通輕型-機車;普通重型-機車,121.31175800000001,24.990101
20666,108年01月21日 15時25分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,121.21163,24.946804999999998
20667,108年01月21日 15時27分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車;乘客-人,120.308875,22.661042000000002
20668,108年01月21日 15時30分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.315781,22.605573
20669,108年01月21日 15時30分00秒,死亡0;受傷1,普通重型-機車,120.127513,23.066126
20670,108年01月21日 15時33分00秒,死亡0;受傷1,普通重型-機車;普通重型-機車,120.5472,24.08297
20671,108年01月21日 15時33分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.690817,24.171438000000002
20672,108年01月21日 15時35分00秒,死亡0;受傷2,自用-小客車;普通重型-機車,120.19856100000001,23.696771
20673,108年01月21日 15時35分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.63107,24.163276
20674,108年01月21日 15時37分54秒,死亡0;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車,120.966898,24.802321
20675,108年01月21日 15時38分00秒,死亡0;受傷1,普通重型-機車;計程車-小客車,121.221915,24.95518
20676,108年01月21日 15時40分00秒,死亡0;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車,120.320949,23.138342
20677,108年01月21日 15時40分00秒,死亡0;受傷1,普通重型-機車;自用-小客車,120.483557,22.669937
20678,108年01月21日 15時40分00秒,死亡0;受傷1,公營公車-大客車;乘客-人,121.305481,25.016652
20679,108年01月21日 15時44分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.545373,24.072211
20680,108年01月21日 15時45分00秒,死亡0;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車,120.702451,24.200566000000002
20681,108年01月21日 15時46分00秒,死亡0;受傷1,電動自行車-慢車,120.44635600000001,22.464575
20682,108年01月21日 15時46分00秒,死亡0;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車,120.723545,24.172351000000003
20683,108年01月21日 15時47分00秒,死亡0;受傷1,普通重型-機車;普通重型-機車,120.214551,23.03567
20684,108年01月21日 15時49分00秒,死亡0;受傷1,租賃車-小客車;普通重型-機車,120.97857900000001,24.82384
20685,108年01月21日 15時50分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.316176,23.306612
20686,108年01月21日 15時50分00秒,死亡0;受傷2,自用-小客車;普通重型-機車;乘客-人,120.35888999999999,22.703589
20687,108年01月21日 15時50分00秒,死亡0;受傷1,普通重型-機車,120.70128100000001,22.147095
20688,108年01月21日 15時50分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,121.54106599999999,25.05632
20689,108年01月21日 15時52分00秒,死亡0;受傷1,普通重型-機車;營業用-大貨車,121.00901,24.771406
20690,108年01月21日 15時52分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.58141,24.209747
