,發生時間,死亡受傷人數,車種,經度,緯度
30877,108年01月31日 11時30分54秒,死亡0;受傷2,自用-小貨車(含客、貨兩用);計程車-小客車;乘客-人,121.81933799999999,24.853855
30878,108年01月31日 11時31分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,121.092243,22.856101000000002
30879,108年01月31日 11時33分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.67952199999999,24.065165
30880,108年01月31日 11時34分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,121.19646000000002,22.806371
30881,108年01月31日 11時35分00秒,死亡0;受傷1,普通重型-機車;自用-小貨車(含客、貨兩用),121.211155,24.911479
30882,108年01月31日 11時36分00秒,死亡0;受傷1,普通重型-機車,120.3269,22.59761
30883,108年01月31日 11時37分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車;自用-小客車,121.456096,25.019451
30884,108年01月31日 11時40分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,121.25044799999999,24.990323
30885,108年01月31日 11時40分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車,120.31748700000001,22.596633999999998
30886,108年01月31日 11時41分30秒,死亡0;受傷1,普通重型-機車,120.971049,24.80344
30887,108年01月31日 11時42分00秒,死亡0;受傷1,普通重型-機車;普通重型-機車,120.3827,22.64302
30888,108年01月31日 11時43分00秒,死亡0;受傷1,普通重型-機車;自用-小客車,121.413559,25.045496
30889,108年01月31日 11時45分00秒,死亡0;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車,120.52409399999999,23.875010999999997
30890,108年01月31日 11時46分00秒,死亡0;受傷1,普通重型-機車;普通重型-機車,120.18774499999999,22.997511
30891,108年01月31日 11時47分46秒,死亡0;受傷1,普通重型-機車;普通重型-機車,120.29248,23.130224
30892,108年01月31日 11時48分00秒,死亡0;受傷1,計程車-小客車;普通重型-機車,121.13521999999999,22.753532999999997
30893,108年01月31日 11時50分00秒,死亡0;受傷1,營業用-小貨車(含客、貨兩用);普通重型-機車,120.23208100000001,22.995552
30894,108年01月31日 11時50分30秒,死亡0;受傷1,普通重型-機車;自用-小客車,120.21086499999998,23.000495
30895,108年01月31日 11時51分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車,120.529428,24.251592000000002
30896,108年01月31日 11時52分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,121.201981,25.000083
30897,108年01月31日 11時52分35秒,死亡0;受傷1,普通重型-機車,120.882122,24.681892
30898,108年01月31日 11時55分00秒,死亡0;受傷1,自用-小客車;腳踏自行車-慢車,121.58888,25.078185
30899,108年01月31日 11時56分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車,120.295369,22.721259
30900,108年01月31日 11時56分00秒,死亡0;受傷2,腳踏自行車-慢車;普通重型-機車,120.244575,22.843579000000002
30901,108年01月31日 11時56分16秒,死亡0;受傷1,電動自行車-慢車;普通重型-機車,120.740574,21.963175
30902,108年01月31日 11時58分00秒,死亡0;受傷1,普通重型-機車;自用-小客車,120.272843,23.793587
30903,108年01月31日 11時58分00秒,死亡0;受傷1,自用-小貨車(含客、貨兩用);腳踏自行車-慢車,120.311254,22.75741
30904,108年01月31日 12時00分00秒,死亡0;受傷1,普通重型-機車;自用-小客車;自用-小客車,120.253239,23.180981
30905,108年01月31日 12時00分00秒,死亡0;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車,121.287058,25.008384
30906,108年01月31日 12時00分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車,121.456824,25.006315
30907,108年01月31日 12時01分00秒,死亡0;受傷1,腳踏自行車-慢車;自用-小客車,120.215652,23.066883999999998
30908,108年01月31日 12時01分00秒,死亡0;受傷1,普通重型-機車;自用-小客車,121.520845,25.103220999999998
30909,108年01月31日 12時03分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車,120.566251,23.892976
30910,108年01月31日 12時04分00秒,死亡0;受傷2,普通重型-機車;普通輕型-機車,120.46860500000001,22.628425
30911,108年01月31日 12時04分00秒,死亡0;受傷1,自用-小客車;普通重型-機車;乘客-人,120.815146,24.5722
30912,108年01月31日 12時04分00秒,死亡0;受傷1,普通重型-機車;普通重型-機車,120.45685900000001,22.799706
30913,108年01月31日 12時05分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車,120.323397,22.644687
30914,108年01月31日 12時05分40秒,死亡0;受傷1,農耕用車(或機械)-其他車;普通重型-機車,118.454277,24.462175
30915,108年01月31日 12時08分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.653683,24.155853
30916,108年01月31日 12時10分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.79486100000001,24.473236
30917,108年01月31日 12時10分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.530833,24.081111
30918,108年01月31日 12時11分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車,120.297872,22.725405
30919,108年01月31日 12時11分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車,121.02403400000001,24.867499
30920,108年01月31日 12時14分00秒,死亡0;受傷1,計程車-小客車;普通重型-機車,120.68076,24.138694
30921,108年01月31日 12時14分00秒,死亡0;受傷1,自用-小客車;自用-小貨車(含客、貨兩用),120.7159,24.1715
30922,108年01月31日 12時15分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,121.555325,24.9881
30923,108年01月31日 12時16分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車,120.28671999999999,22.675629
30924,108年01月31日 12時17分00秒,死亡0;受傷1,自用-小客車;普通重型-機車;自用-小客車,120.663081,24.187604999999998
30925,108年01月31日 12時19分00秒,死亡0;受傷1,普通重型-機車;租賃車-小客車,120.263154,22.748399
30926,108年01月31日 12時20分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.73638799999999,24.357126
30927,108年01月31日 12時20分44秒,死亡0;受傷1,普通重型-機車;自用-小客車,120.247638,22.990588
30928,108年01月31日 12時22分00秒,死亡0;受傷1,自用-小客車;自用-小客車;自用-小客車;乘客-人,120.317497,23.271081
30929,108年01月31日 12時24分00秒,死亡0;受傷2,普通重型-機車;行人-人,121.240876,24.955379
30930,108年01月31日 12時24分21秒,死亡0;受傷1,電動輔助自行車-慢車;行人-人,120.439117,23.525641
30931,108年01月31日 12時25分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.397729,22.498282
30932,108年01月31日 12時25分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車;乘客-人,120.3168,22.66793
30933,108年01月31日 12時25分00秒,死亡0;受傷1,普通重型-機車;自用-小客車,120.357924,22.657053
30934,108年01月31日 12時25分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車,120.689755,24.112431
30935,108年01月31日 12時28分00秒,死亡0;受傷1,電動輔助自行車-慢車;自用-小客車,120.4359,23.46236
30936,108年01月31日 12時28分00秒,死亡0;受傷1,普通重型-機車;普通重型-機車,121.51822,25.062839
30937,108年01月31日 12時29分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.299241,22.621222
30938,108年01月31日 12時29分00秒,死亡0;受傷1,自用-小客車;普通重型-機車;自用-小客車,120.963575,24.798338
30939,108年01月31日 12時30分00秒,死亡0;受傷1,普通重型-機車;自用-小客車,120.490509,22.744307
30940,108年01月31日 12時30分00秒,死亡0;受傷1,普通重型-機車;普通重型-機車;自用-小客車,120.347567,22.701487
30941,108年01月31日 12時30分00秒,死亡0;受傷1,普通重型-機車;普通重型-機車,121.53451100000001,25.02642
30942,108年01月31日 12時30分05秒,死亡0;受傷2,普通重型-機車;普通重型-機車;乘客-人,121.25731999999999,24.935556
30943,108年01月31日 12時33分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.440393,24.063773
30944,108年01月31日 12時34分00秒,死亡0;受傷1,普通重型-機車;普通重型-機車,120.720947,24.133395999999998
30945,108年01月31日 12時35分11秒,死亡0;受傷2,自用-小客車;普通重型-機車;乘客-人,120.96828700000002,24.796439000000003
30946,108年01月31日 12時35分22秒,死亡0;受傷3,普通重型-機車;普通重型-機車;乘客-人,121.593025,23.975823000000002
30947,108年01月31日 12時37分40秒,死亡0;受傷1,普通輕型-機車;租賃車-小客車,120.190002,23.024579
30948,108年01月31日 12時40分00秒,死亡0;受傷1,普通重型-機車;普通重型-機車,121.033826,24.929211
30949,108年01月31日 12時40分16秒,死亡0;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車,120.20223,22.989506
30950,108年01月31日 12時41分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,121.00756100000001,24.82809
30951,108年01月31日 12時41分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車,120.577436,24.224395
30952,108年01月31日 12時45分00秒,死亡0;受傷1,普通重型-機車;自用-小客車,120.567108,22.612425
30953,108年01月31日 12時45分00秒,死亡0;受傷1,普通重型-機車;自用-小客車,121.59030600000001,25.076689000000002
30954,108年01月31日 12時45分00秒,死亡0;受傷1,普通重型-機車,121.611152,25.053813
30955,108年01月31日 12時46分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車;乘客-人,120.564663,23.951863
30956,108年01月31日 12時46分06秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.311021,23.033692000000002
30957,108年01月31日 12時47分00秒,死亡0;受傷1,自用-小客車;普通重型-機車;乘客-人,120.90831999999999,24.69199
30958,108年01月31日 12時50分00秒,死亡0;受傷1,普通重型-機車;自用-小客車,120.29148300000001,23.068754000000002
30959,108年01月31日 12時50分00秒,死亡0;受傷2,普通重型-機車;自用-小客車;乘客-人,120.3591,22.59052
30960,108年01月31日 12時50分00秒,死亡0;受傷1,民營公車-大客車;大型重型1(550C.C.以上)-機車,121.57676299999999,24.999931
30961,108年01月31日 12時50分00秒,死亡0;受傷2,電動自行車-慢車;普通重型-機車,120.265781,23.003601999999997
30962,108年01月31日 12時50分37秒,死亡0;受傷2,普通重型-機車;普通重型-機車,120.964129,24.821932
30963,108年01月31日 12時51分00秒,死亡0;受傷2,腳踏自行車-慢車;行人-人,121.58983700000002,23.97416
30964,108年01月31日 12時52分00秒,死亡0;受傷1,普通重型-機車;自用-小客車,121.12544299999999,22.779776000000002
30965,108年01月31日 12時52分00秒,死亡0;受傷1,自用-小客車;普通重型-機車;自用-小貨車(含客、貨兩用),120.191988,23.038010999999997
30966,108年01月31日 12時52分00秒,死亡0;受傷1,普通重型-機車;普通重型-機車,120.665516,24.166970000000003
30967,108年01月31日 12時53分00秒,死亡0;受傷1,普通重型-機車;自用-小客車;乘客-人,120.498414,24.109292
30968,108年01月31日 12時53分27秒,死亡0;受傷1,自用-小客車;普通重型-機車;自用-小客車,120.67121200000001,23.992318
30969,108年01月31日 12時55分00秒,死亡0;受傷4,自用-小客車;普通重型-機車;普通重型-機車;乘客-人;乘客-人,120.17404599999999,22.993772
30970,108年01月31日 12時56分00秒,死亡0;受傷1,普通重型-機車;普通重型-機車;乘客-人,121.49387,25.06118
30971,108年01月31日 12時56分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車;自用-小客車,120.703549,24.156642
30972,108年01月31日 12時57分00秒,死亡0;受傷3,普通重型-機車;普通重型-機車;乘客-人,121.571748,24.994864
30973,108年01月31日 12時58分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車,120.68438,24.15312
30974,108年01月31日 12時59分42秒,死亡0;受傷2,普通重型-機車;自用-小客車;乘客-人,121.260553,24.967285999999998
30975,108年01月31日 13時00分00秒,死亡0;受傷2,腳踏自行車-慢車;普通輕型-機車,121.473624,25.026113
30976,108年01月31日 13時00分00秒,死亡0;受傷1,普通重型-機車;自用-小客車,121.53678500000001,25.0623
30977,108年01月31日 13時03分00秒,死亡0;受傷2,普通重型-機車;自用-小客車;乘客-人,120.324855,22.726685
30978,108年01月31日 13時05分00秒,死亡0;受傷1,普通重型-機車;自用-小客車,120.58681899999999,24.113259
30979,108年01月31日 13時07分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.95613700000001,24.653508
30980,108年01月31日 13時09分00秒,死亡0;受傷1,自用-小客車;行人-人,121.207237,24.959722
30981,108年01月31日 13時10分00秒,死亡0;受傷1,普通重型-機車,120.5553,22.85884
30982,108年01月31日 13時10分00秒,死亡0;受傷1,行人-人;普通重型-機車,120.150575,23.457924
30983,108年01月31日 13時10分00秒,死亡0;受傷1,普通重型-機車,121.74378300000001,25.130262
30984,108年01月31日 13時10分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車;計程車-小客車,120.66158600000001,24.155873
30985,108年01月31日 13時10分00秒,死亡0;受傷1,普通重型-機車;普通重型-機車,120.68984499999999,24.113232999999997
30986,108年01月31日 13時10分31秒,死亡0;受傷2,普通重型-機車;普通重型-機車,120.68374399999999,23.975747
30987,108年01月31日 13時12分21秒,死亡0;受傷2,普通重型-機車;普通重型-機車,120.220805,22.996029
30988,108年01月31日 13時15分00秒,死亡0;受傷3,普通重型-機車;普通重型-機車;乘客-人,120.25451000000001,22.735323
30989,108年01月31日 13時15分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車,120.163996,22.999684
30990,108年01月31日 13時15分00秒,死亡0;受傷1,普通重型-機車;自用-小客車,120.441709,23.718084
30991,108年01月31日 13時15分00秒,死亡0;受傷1,計程車-小客車;普通重型-機車,120.29241299999998,22.661168
30992,108年01月31日 13時15分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.6836,24.1747
30993,108年01月31日 13時18分00秒,死亡0;受傷1,普通重型-機車;自用-小客車,120.692741,23.909408
30994,108年01月31日 13時18分00秒,死亡0;受傷1,普通重型-機車,121.483093,25.090647
30995,108年01月31日 13時19分00秒,死亡0;受傷1,普通重型-機車;自用-小客車,121.181165,24.91637
30996,108年01月31日 13時21分30秒,死亡0;受傷1,自用-小客車;普通重型-機車,121.275598,24.992301
30997,108年01月31日 13時23分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車,120.534268,24.075487
30998,108年01月31日 13時24分00秒,死亡0;受傷1,租賃車-小客車;普通重型-機車,120.709488,24.234310999999998
30999,108年01月31日 13時25分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.65396100000001,24.147242000000002
31000,108年01月31日 13時27分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車,120.556266,22.743217
31001,108年01月31日 13時27分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.286651,22.713851000000002
